Customer Name,SurveyID for external use (e.g. tech support),Club's Name,Social Media Source,Creation Date,Comment,Overall Score
Teresa Herring,345a510a-62fa-41bd-815e-fca5c05c0f35,East Lynnberg Gym,Google,2024-03-17,Staff are very friendly and helpful. Some machines were broken during my visit.,3
Jonathan Romero,9917bcf3-294d-461f-92eb-a793fa7d0f53,South Megan Gym,Google,2024-01-25,Can get crowded during peak hours. Great equipment and clean facilities. Parking is limited but manageable. Atmosphere is motivating and energetic.,1
Daniel Wilson,8c340f0f-d63c-4d8a-87e0-5b6e0bd03480,Huangmouth Gym,Google,2024-02-18,Good variety of machines and weights. Classes are fun and motivating. Atmosphere is motivating and energetic. Great equipment and clean facilities.,2
Tammy Dorsey,5e52b844-a9d1-4731-81c9-58bcafa1ad6b,East Brendaburgh Gym,Google,2024-01-14,Can get crowded during peak hours. Easy to book classes online. Some machines were broken during my visit.,3
Dr. Steven Harrison MD,4295d638-52a4-478e-9d19-f5d29814d147,Lindastad Gym,Google,2023-07-07,Staff are very friendly and helpful. Parking is limited but manageable.,3
Valerie Terrell,9d0453e5-6998-4ae1-bbb1-fd929a0c3674,East Michael Gym,Google,2022-08-08,Can get crowded during peak hours. Locker rooms could be cleaner. Easy to book classes online. Staff are very friendly and helpful.,3
Kelsey White,3bbac6ff-6358-4f7e-a332-43b981d882e2,Evanton Gym,Google,2023-08-06,Parking is limited but manageable. Atmosphere is motivating and energetic.,3
Kristen Baker,da0d8a84-53e6-44e1-8dbd-8518f22c7a43,Valeriechester Gym,Google,2022-09-23,Great equipment and clean facilities. Parking is limited but manageable. Easy to book classes online. Some machines were broken during my visit.,1
Kelly Herrera,252ebcc6-fb07-42cf-ae76-c8fe7a55af7c,Carolynborough Gym,Google,2023-04-08,Great equipment and clean facilities. Easy to book classes online. Good variety of machines and weights. Some machines were broken during my visit.,5
Mrs. Emma Freeman,8303a998-16e0-42b6-8f15-89cdbff391c5,Mccarthyberg Gym,Google,2023-02-03,Great equipment and clean facilities. Locker rooms could be cleaner. Atmosphere is motivating and energetic.,4
Debra Mccoy,a172eda2-3c6d-4a5a-83bd-c796daff2deb,Chavezbury Gym,Google,2024-03-24,Great equipment and clean facilities. Atmosphere is motivating and energetic. Good variety of machines and weights.,2
Joseph Marquez DDS,2a054d6c-54a1-415d-be76-8d5d40401929,Lake Jennifer Gym,Google,2022-03-20,Great equipment and clean facilities. Easy to book classes online. Parking is limited but manageable. Classes are fun and motivating.,5
Nancy Williams,0184d93e-76f6-4324-b027-9533867edf50,Ellisland Gym,Google,2024-01-11,Can get crowded during peak hours. Parking is limited but manageable.,4
Alexandra Warner,de354c82-fff9-4a3d-9aeb-87bf23668954,Taylormouth Gym,Google,2022-07-06,Can get crowded during peak hours. Some machines were broken during my visit.,2
Kimberly Turner,d36e1fec-7acb-4bfe-845a-255e1a504e57,Weaverfurt Gym,Google,2023-07-16,Parking is limited but manageable. Locker rooms could be cleaner. Classes are fun and motivating.,5
Aaron Snyder,bebe7095-6c60-4656-b837-f19e9500ac3f,Lake Stephenburgh Gym,Google,2023-10-08,Can get crowded during peak hours. Good variety of machines and weights.,1
Timothy Cox,48bca758-d4b3-446e-ab85-9f4e34deab0a,Port Amandaview Gym,Google,2022-11-29,Good variety of machines and weights. Some machines were broken during my visit. Great equipment and clean facilities. Easy to book classes online.,1
Lori Hall,c9fbb566-ff8e-49e1-84c4-ce7f31edda14,North Gregory Gym,Google,2024-02-17,Great equipment and clean facilities. Good variety of machines and weights. Staff are very friendly and helpful.,4
Ann Summers,fc4ae79f-2708-4136-8b2e-21c0afb25eb7,New Jasmine Gym,Google,2023-04-04,Parking is limited but manageable. Locker rooms could be cleaner.,4
Marcia Robles,ee163290-4f6d-478e-b641-623154b598e7,Kennethville Gym,Google,2023-07-22,Atmosphere is motivating and energetic. Some machines were broken during my visit. Classes are fun and motivating. Can get crowded during peak hours.,2
Laura Hahn,a8ad772f-26b0-4c8b-ad1b-08ad7d74ca1b,Timberg Gym,Google,2023-11-29,Some machines were broken during my visit. Great equipment and clean facilities. Locker rooms could be cleaner. Staff are very friendly and helpful.,5
Vanessa Jackson,192af48a-a910-4a11-9841-a2ce812e8235,South Dustinport Gym,Google,2022-06-27,Good variety of machines and weights. Parking is limited but manageable.,2
Theodore Green,3727d287-6ba7-4aed-ba87-40894876aee0,West Austinchester Gym,Google,2023-10-30,Locker rooms could be cleaner. Parking is limited but manageable. Staff are very friendly and helpful.,2
Chris Harrington,016b393b-25d6-4576-b093-c881c270b33a,Robertsonmouth Gym,Google,2023-02-20,Easy to book classes online. Some machines were broken during my visit.,5
Emily Peterson,04eea433-319d-4b66-be75-685cf6a40cf5,New Matthew Gym,Google,2022-09-22,Can get crowded during peak hours. Easy to book classes online. Great equipment and clean facilities.,2
Melissa Chavez,e5024166-d7fb-46e3-8168-f99a32766e60,West Joshuabury Gym,Google,2022-03-31,Parking is limited but manageable. Good variety of machines and weights. Can get crowded during peak hours.,1
Nathaniel Gutierrez,6c25f68c-39d2-4e53-b75f-c2dfde4fdb94,Gallagherton Gym,Google,2023-05-06,Can get crowded during peak hours. Some machines were broken during my visit. Staff are very friendly and helpful.,5
Leah Carter,0fb7d0af-92e2-47be-a7e4-34ed4cc0e545,Perezburgh Gym,Google,2023-12-09,Great equipment and clean facilities. Good variety of machines and weights.,3
Gregory Nolan,3fe73877-f071-443b-8725-51942d16e844,Ellisland Gym,Google,2023-03-26,Classes are fun and motivating. Atmosphere is motivating and energetic.,1
Jenny Hickman,30f45f2e-8add-4353-8438-59c8ea17e782,Lake Lisa Gym,Google,2022-03-12,Locker rooms could be cleaner. Good variety of machines and weights. Easy to book classes online.,3
Marcus Whitney,509b57d5-142e-452f-a4e2-78607ee613fe,Port Johnmouth Gym,Google,2022-09-17,Staff are very friendly and helpful. Can get crowded during peak hours.,3
Jeremiah Scott,c181d4c2-b291-4fe4-a7cc-0f80947b154e,Jacksontown Gym,Google,2023-01-12,Locker rooms could be cleaner. Classes are fun and motivating. Easy to book classes online.,4
Eric Mckee,731aeed4-88c2-4314-b79b-3093df78d3aa,East John Gym,Google,2023-11-14,Classes are fun and motivating. Atmosphere is motivating and energetic.,1
Caleb Stephenson,66082db7-92f0-40a9-8e88-424032f9e720,North Richardfurt Gym,Google,2023-02-28,Staff are very friendly and helpful. Some machines were broken during my visit.,4
Jonathan Torres,5b58ddc5-a0fc-4cca-9836-f62175c53673,Kevinland Gym,Google,2022-09-30,Can get crowded during peak hours. Locker rooms could be cleaner. Some machines were broken during my visit.,5
Shawn Johnson,4dc850a3-e0aa-4634-9fd5-56cd81940a88,Lake Danielle Gym,Google,2024-04-29,Staff are very friendly and helpful. Great equipment and clean facilities.,2
Jennifer Walker,58114691-d9c4-4d33-b176-591ef8c10920,Coryborough Gym,Google,2024-02-25,Staff are very friendly and helpful. Parking is limited but manageable. Easy to book classes online. Atmosphere is motivating and energetic.,1
Christopher Hall,3a07c19b-ec18-431d-8833-5dad4696d0ae,Kathleenland Gym,Google,2022-09-27,Atmosphere is motivating and energetic. Some machines were broken during my visit. Staff are very friendly and helpful.,2
David Green,64c4bc6a-cc2a-48ca-a13e-b29ea2c56fb2,East Sharonchester Gym,Google,2024-04-03,Atmosphere is motivating and energetic. Great equipment and clean facilities. Locker rooms could be cleaner.,4
Matthew Perez,1d21aea7-462d-49f7-95d1-9763fb35140e,Josephshire Gym,Google,2023-11-30,Great equipment and clean facilities. Easy to book classes online.,1
Dr. Felicia Chambers,db512243-0465-4b53-8cc7-0777d06421ab,Garciamouth Gym,Google,2023-02-04,Classes are fun and motivating. Atmosphere is motivating and energetic. Good variety of machines and weights. Great equipment and clean facilities.,5
Brian Brooks,357ef630-a442-420a-aac5-38e90a2a3571,West Shannonbury Gym,Google,2022-06-14,Great equipment and clean facilities. Parking is limited but manageable.,3
Daisy Wilkins DVM,ce2a0b10-2f09-42c4-9596-40d4ef170130,North Kimberly Gym,Google,2024-05-05,Can get crowded during peak hours. Parking is limited but manageable. Some machines were broken during my visit.,4
Sandra Leonard,e8d28ebe-73c8-41ed-ae3c-2c05da97eed6,Stephanieton Gym,Google,2024-04-09,Great equipment and clean facilities. Can get crowded during peak hours.,2
Omar Castillo,357db6ef-e699-4e5f-ad07-12b2bc68ec4b,Zacharystad Gym,Google,2022-03-10,Classes are fun and motivating. Great equipment and clean facilities. Easy to book classes online. Locker rooms could be cleaner.,3
Cynthia Miller,1a239348-61c8-41da-a1d8-effdbeda7067,New Kimberg Gym,Google,2023-04-14,Easy to book classes online. Locker rooms could be cleaner. Classes are fun and motivating.,5
Mr. Adam Cross,8923b720-a340-497a-8d7e-16df917952aa,Carolynview Gym,Google,2022-04-24,Some machines were broken during my visit. Staff are very friendly and helpful. Easy to book classes online.,5
Daniel Rogers,0f1e2520-bf61-4359-a7fa-6821b8e7c768,Nataliechester Gym,Google,2023-09-08,Great equipment and clean facilities. Parking is limited but manageable. Good variety of machines and weights. Classes are fun and motivating.,2
Erik Johnson,1cd0b48c-7269-4544-ac0b-16d9367fe694,East Michael Gym,Google,2023-06-29,Easy to book classes online. Great equipment and clean facilities. Can get crowded during peak hours. Locker rooms could be cleaner.,3
Christina Gutierrez,bc438b71-fa95-439a-9f53-fbcdb179cf54,Greenstad Gym,Google,2023-07-09,Staff are very friendly and helpful. Atmosphere is motivating and energetic. Great equipment and clean facilities. Good variety of machines and weights.,3
Mary Blackwell,794bc1cc-5530-4bf0-bce8-3bf50cd10f60,Gillfurt Gym,Google,2022-09-01,Staff are very friendly and helpful. Parking is limited but manageable.,5
Michael Murray,7d4bb92f-61c2-4178-ad58-f4c033f2674f,Amberfort Gym,Google,2022-11-17,Locker rooms could be cleaner. Staff are very friendly and helpful.,3
Andrea Galvan,86f3e6f9-95e5-44ae-8b34-99d28ab777e1,New Patriciamouth Gym,Google,2024-02-24,Parking is limited but manageable. Easy to book classes online. Atmosphere is motivating and energetic. Staff are very friendly and helpful.,2
Joseph Huang,884d84ca-3b2c-4faf-b0a3-6a344dd6b7c3,Smithfort Gym,Google,2023-05-11,Can get crowded during peak hours. Easy to book classes online.,4
Brittany Watkins,b3bd6ab5-2cef-4f96-8376-b36cde178daa,Sandersville Gym,Google,2022-09-26,Staff are very friendly and helpful. Atmosphere is motivating and energetic.,1
Billy Brennan,8b32e4e7-c8d6-4368-8aeb-3d2bc55a01b4,South Andre Gym,Google,2023-09-30,Some machines were broken during my visit. Can get crowded during peak hours. Staff are very friendly and helpful.,1
Amber Gomez,24fd32fb-a9e1-46eb-94d0-28fc9d1efe78,New Annaborough Gym,Google,2022-06-10,Locker rooms could be cleaner. Some machines were broken during my visit. Can get crowded during peak hours. Parking is limited but manageable.,2
James Lee,5d7edd49-9f2e-4741-9a23-782dbb0b1845,New Rileyborough Gym,Google,2022-06-11,Classes are fun and motivating. Good variety of machines and weights. Some machines were broken during my visit. Atmosphere is motivating and energetic.,1
Kathryn Shields,5fd51165-4d9d-497e-9d66-423f0b228d4d,Boothfurt Gym,Google,2023-01-26,Easy to book classes online. Good variety of machines and weights. Some machines were broken during my visit.,2
Jason Best,c5cf555e-66c1-4185-81c9-44e500a8fce6,Danielstad Gym,Google,2023-10-23,Easy to book classes online. Atmosphere is motivating and energetic.,3
Alyssa Simon DDS,b507037a-8f02-4c3e-b2a6-d9ca89a15381,Lloydside Gym,Google,2022-08-20,Can get crowded during peak hours. Easy to book classes online.,4
Kent Miller,b4214eec-8b5b-43f7-9311-05960b552cd6,East Phillipburgh Gym,Google,2022-06-30,Easy to book classes online. Classes are fun and motivating.,4
Sarah Bishop,66ae255b-16bb-46ed-8213-46b44a4cb4db,Brookstown Gym,Google,2024-04-28,Locker rooms could be cleaner. Some machines were broken during my visit. Good variety of machines and weights. Parking is limited but manageable.,4
Elizabeth Hayes,6dc95525-fe50-4e11-9369-d262d200b5f8,Michaelstad Gym,Google,2023-04-06,Can get crowded during peak hours. Easy to book classes online.,2
Laura Perkins,36aa3902-30cf-4303-ae2d-5d3c1194a96a,East Erintown Gym,Google,2023-03-11,Good variety of machines and weights. Classes are fun and motivating.,3
Kimberly Cervantes,7b8076b0-7771-4d88-8cd8-2effb91d5bf0,Heathborough Gym,Google,2024-02-03,Atmosphere is motivating and energetic. Easy to book classes online. Locker rooms could be cleaner. Staff are very friendly and helpful.,1
Haley Romero,c90e4fab-44ce-4506-a5a1-e3dd76255345,Warrentown Gym,Google,2023-10-16,Atmosphere is motivating and energetic. Classes are fun and motivating. Good variety of machines and weights.,3
Jeffrey Johnson,7867162d-1c6e-42a2-8484-0e46e6f92194,Kyleborough Gym,Google,2022-09-04,Easy to book classes online. Parking is limited but manageable. Locker rooms could be cleaner. Staff are very friendly and helpful.,3
Maria Colon,b96aa7b1-3c3b-4d2d-82c1-87f0a5ef94fb,Rachelview Gym,Google,2024-03-27,Classes are fun and motivating. Locker rooms could be cleaner. Parking is limited but manageable.,5
Dana Ferguson,101eebeb-1b56-4a24-8880-1eb1079ab448,Williamsstad Gym,Google,2022-12-27,Great equipment and clean facilities. Easy to book classes online.,4
Daniel Ward,a771266e-9d92-4a68-baec-fbac1c1ca5a5,North Sherryborough Gym,Google,2023-05-22,Parking is limited but manageable. Locker rooms could be cleaner. Classes are fun and motivating.,5
Mandy Nichols,8dd3e813-455c-42e0-9d44-b5880d1d167a,North Alison Gym,Google,2023-03-05,Can get crowded during peak hours. Classes are fun and motivating. Parking is limited but manageable.,3
Bryan Rios,d875b587-9fd8-4652-814b-aa030d4a1ea3,Gregoryburgh Gym,Google,2022-03-15,Some machines were broken during my visit. Staff are very friendly and helpful. Good variety of machines and weights.,3
Tyler Hunt,2edac76b-4411-428c-86f0-12feed2c8e11,Krystalbury Gym,Google,2023-01-19,Atmosphere is motivating and energetic. Good variety of machines and weights.,1
Robert Baxter,b8ea5c7b-3181-4deb-a15e-5d5271fa1936,Port Charlesmouth Gym,Google,2022-06-14,Staff are very friendly and helpful. Good variety of machines and weights.,1
Rachel Gonzalez,4448b282-2e78-49bb-851c-526ac59932c9,Shepardport Gym,Google,2024-03-26,Easy to book classes online. Good variety of machines and weights.,2
Kyle Carney,bedd02a2-da33-4b95-99a5-b699c4d65d19,West Vicki Gym,Google,2022-07-13,Can get crowded during peak hours. Some machines were broken during my visit.,1
Harold Pacheco,78343346-a48f-4787-b531-d5c6ec6803fc,Amyville Gym,Google,2024-02-14,Easy to book classes online. Good variety of machines and weights. Atmosphere is motivating and energetic.,2
Joshua Torres,c029e19f-6be6-4ac8-9816-943330f2c11e,Howellmouth Gym,Google,2022-06-09,Good variety of machines and weights. Parking is limited but manageable. Staff are very friendly and helpful.,1
Sandra Jackson,b2e19235-1b17-4eaf-bc70-ee933e1f9d7e,Michaelland Gym,Google,2022-08-18,Staff are very friendly and helpful. Easy to book classes online. Parking is limited but manageable. Can get crowded during peak hours.,2
Barbara Hernandez,d3277186-7761-4690-883e-bba623450324,North Bobby Gym,Google,2022-04-13,Easy to book classes online. Some machines were broken during my visit.,2
Emily Sanchez,b906ecee-f2fb-49c0-a0ae-be0450b41522,Branchhaven Gym,Google,2023-12-18,Parking is limited but manageable. Staff are very friendly and helpful. Good variety of machines and weights.,1
Elizabeth Moody,5bc4c9d3-4ed5-48c0-9089-fce6013f9e37,West Jamesport Gym,Google,2023-12-30,Great equipment and clean facilities. Classes are fun and motivating. Locker rooms could be cleaner. Atmosphere is motivating and energetic.,5
